"","nazov","price","year","km","kw","kraj","fuel","trans"
"504","Škoda",13990,2019,109000,110,"TN kraj","Benzín","Manuál"
"505","Škoda",13999,2014,162000,110,"ZA kraj","Diesel","Automat"
"506","Škoda",13999,2018,207103,85,"PO kraj","Diesel","Automat"
"507","Škoda",13999,2017,128151,85,"BA kraj","Diesel","Manuál"
"508","Škoda",13999,2017,216284,110,"TN kraj","Diesel","Automat"
"509","Škoda",14000,2018,166025,85,"KE kraj","Diesel","Manuál"
"510","Škoda",14000,2019,2e+05,85,"ZA kraj","Diesel","Automat"
"511","Škoda",14000,2015,189271,135,"BA kraj","Diesel","Manuál"
"512","Škoda",14000,2017,174910,85,"NR kraj","Diesel","Automat"
"513","Škoda",14090,2017,159000,110,"BB kraj","Diesel","Manuál"
"514","Škoda",14100,2017,183569,110,"BA kraj","Diesel","Automat"
"515","Škoda",14200,2017,181500,85,"KE kraj","Diesel","Automat"
"516","Škoda",14200,2017,152000,110,"TT kraj","Diesel","Manuál"
"517","Škoda",14200,2017,2e+05,110,"ZA kraj","Diesel","Automat"
"518","Škoda",14200,2015,159776,135,"BA kraj","Diesel","Automat"
"519","Škoda",14200,2018,187000,110,"ZA kraj","Diesel","Automat"
"520","Škoda",14200,2016,190310,135,"BA kraj","Diesel","Automat"
"521","Škoda",14200,2018,168720,85,"KE kraj","Diesel","Automat"
"522","Škoda",14250,2018,195743,85,"BA kraj","Diesel","Automat"
"523","Škoda",14290,2017,149135,85,"NR kraj","Diesel","Automat"
"524","Škoda",14290,2018,175323,85,"BB kraj","Diesel","Automat"
"525","Škoda",14299,2018,197619,85,"BA kraj","Diesel","Manuál"
"526","Škoda",14299,2020,145000,85,"ZA kraj","Diesel","Manuál"
"527","Škoda",14300,2015,85000,110,"KE kraj","Diesel","Manuál"
"528","Škoda",14300,2018,187946,110,"PO kraj","Diesel","Automat"
"529","Škoda",14300,2018,149100,85,"KE kraj","Diesel","Manuál"
"530","Škoda",14300,2018,136787,85,"TT kraj","Diesel","Manuál"
"531","Škoda",14300,2018,182000,110,"NR kraj","Diesel","Automat"
"532","Škoda",14399,2017,180325,110,"BA kraj","Diesel","Automat"
"533","Škoda",14400,2016,183803,110,"PO kraj","Diesel","Manuál"
"534","Škoda",14490,2017,185820,85,"KE kraj","Diesel","Manuál"
"535","Škoda",14490,2015,129100,110,"PO kraj","Diesel","Manuál"
"536","Škoda",14490,2017,205000,110,"NR kraj","Diesel","Automat"
"537","Škoda",14490,2017,187986,110,"KE kraj","Diesel","Automat"
"538","Škoda",14490,2017,183000,85,"ZA kraj","Diesel","Automat"
"539","Škoda",14500,2018,111015,85,"TT kraj","Diesel","Manuál"
"540","Škoda",14500,2014,248000,162,"BB kraj","Benzín","Automat"
"541","Škoda",14500,2018,136000,85,"BA kraj","Diesel","Manuál"
"542","Škoda",14560,2018,167400,85,"TT kraj","Diesel","Automat"
"543","Škoda",14590,2017,176000,110,"KE kraj","Diesel","Automat"
"544","Škoda",14599,2013,132813,135,"BA kraj","Diesel","Automat"
"545","Škoda",14600,2014,217000,135,"KE kraj","Diesel","Automat"
"546","Škoda",14600,2017,150000,85,"NR kraj","Diesel","Automat"
"547","Škoda",14600,2019,187000,110,"BA kraj","Diesel","Manuál"
"548","Škoda",14690,2019,183000,85,"BA kraj","Diesel","Manuál"
"549","Škoda",14690,2017,160703,85,"KE kraj","Diesel","Automat"
"550","Škoda",14690,2018,138000,85,"ZA kraj","Diesel","Manuál"
"551","Škoda",14690,2017,142470,85,"NR kraj","Diesel","Automat"
"552","Škoda",14700,2015,235000,135,"TN kraj","Diesel","Automat"
"553","Škoda",14700,2017,190873,85,"TN kraj","Diesel","Automat"
"554","Škoda",14700,2016,219500,135,"KE kraj","Diesel","Automat"
"555","Škoda",14700,2017,163037,85,"BA kraj","Diesel","Automat"
"556","Škoda",14790,2017,158896,85,"BA kraj","Diesel","Automat"
"557","Škoda",14790,2019,189574,110,"TN kraj","Diesel","Automat"
"558","Škoda",14799,2014,203369,135,"BA kraj","Diesel","Automat"
"559","Škoda",14800,2014,194000,162,"BB kraj","Benzín","Manuál"
"560","Škoda",14800,2015,135000,110,"KE kraj","Benzín","Automat"
"561","Škoda",14860,2018,167000,85,"KE kraj","Diesel","Automat"
"562","Škoda",14890,2017,150014,85,"KE kraj","Diesel","Manuál"
"563","Škoda",14890,2018,179846,85,"BB kraj","Diesel","Automat"
"564","Škoda",14890,2017,168297,110,"BB kraj","Diesel","Manuál"
"565","Škoda",14900,2016,132000,110,"BA kraj","Benzín","Manuál"
"566","Škoda",14950,2017,229401,110,"NR kraj","Diesel","Automat"
"567","Škoda",14990,2014,149643,110,"ZA kraj","Diesel","Automat"
"568","Škoda",14990,2017,146614,85,"NR kraj","Diesel","Manuál"
"569","Škoda",14990,2016,188500,110,"BA kraj","Diesel","Manuál"
"570","Škoda",14990,2018,181299,110,"BB kraj","Diesel","Automat"
"571","Škoda",14990,2018,178590,85,"KE kraj","Diesel","Automat"
"572","Škoda",14990,2016,188500,110,"BA kraj","Diesel","Manuál"
"573","Škoda",14990,2016,188589,110,"PO kraj","Diesel","Automat"
"574","Škoda",14990,2014,195073,135,"NR kraj","Diesel","Automat"
"575","Škoda",14990,2017,177066,110,"BA kraj","Diesel","Manuál"
"576","Škoda",14990,2017,154430,110,"NR kraj","Diesel","Automat"
"577","Škoda",14990,2016,94902,110,"BA kraj","Diesel","Manuál"
"578","Škoda",14990,2018,178133,85,"PO kraj","Diesel","Automat"
"579","Škoda",14990,2016,159364,110,"PO kraj","Diesel","Automat"
"580","Škoda",14990,2017,164031,110,"KE kraj","Diesel","Manuál"
"581","Škoda",14990,2017,164031,110,"KE kraj","Diesel","Manuál"
"582","Škoda",14990,2018,184456,110,"NR kraj","Diesel","Automat"
"583","Škoda",14990,2018,175398,110,"NR kraj","Diesel","Automat"
"584","Škoda",14999,2015,180000,135,"NR kraj","Diesel","Automat"
"585","Škoda",14999,2017,126000,110,"BA kraj","Diesel","Manuál"
"586","Škoda",14999,2017,156000,110,"ZA kraj","Diesel","Manuál"
"587","Škoda",14999,2019,154000,85,"NR kraj","Diesel","Automat"
"588","Škoda",14999,2018,95542,85,"BA kraj","Diesel","Manuál"
"589","Škoda",14999,2015,155000,110,"KE kraj","Diesel","Manuál"
"590","Škoda",14999,2019,115738,85,"TT kraj","Diesel","Manuál"
"591","Škoda",15000,2018,194409,85,"BA kraj","Diesel","Automat"
"592","Škoda",15100,2018,149000,85,"KE kraj","Diesel","Automat"
"593","Škoda",15100,2015,235300,110,"ZA kraj","Diesel","Automat"
"594","Škoda",15190,2017,158426,110,"BB kraj","Diesel","Automat"
"595","Škoda",15190,2018,203039,110,"KE kraj","Diesel","Automat"
"596","Škoda",15190,2018,190287,110,"BB kraj","Diesel","Automat"
"597","Škoda",15199,2014,111444,110,"BB kraj","Diesel","Automat"
"598","Škoda",15200,2018,166700,85,"PO kraj","Diesel","Automat"
"599","Škoda",15200,2015,171355,135,"BA kraj","Diesel","Automat"
"600","Škoda",15200,2015,180344,135,"BA kraj","Diesel","Automat"
"601","Škoda",15250,2017,172500,85,"BB kraj","Diesel","Automat"
"602","Škoda",15250,2017,102106,85,"BA kraj","Diesel","Manuál"
"603","Škoda",15299,2016,156271,110,"BB kraj","Diesel","Automat"
"604","Škoda",15299,2017,206000,135,"NR kraj","Diesel","Automat"
"605","Škoda",15400,2017,177695,85,"KE kraj","Diesel","Manuál"
"606","Škoda",15400,2019,112381,85,"TT kraj","Diesel","Automat"
"607","Škoda",15450,2019,197713,110,"NR kraj","Diesel","Automat"
"608","Škoda",15490,2019,176045,85,"BA kraj","Diesel","Automat"
"609","Škoda",15490,2018,176000,85,"NR kraj","Diesel","Automat"
"610","Škoda",15490,2014,179680,162,"BA kraj","Benzín","Manuál"
"611","Škoda",15490,2017,163197,110,"KE kraj","Diesel","Manuál"
"612","Škoda",15490,2018,124599,85,"PO kraj","Diesel","Manuál"
"613","Škoda",15499,2020,79417,96,"BB kraj","Benzín+Plyn","Automat"
"614","Škoda",15500,2019,194973,85,"KE kraj","Diesel","Automat"
"615","Škoda",15500,2016,160000,110,"BB kraj","Diesel","Manuál"
"616","Škoda",15500,2017,142507,110,"KE kraj","Diesel","Manuál"
"617","Škoda",15500,2018,194983,110,"NR kraj","Diesel","Automat"
"618","Škoda",15500,2018,122299,110,"PO kraj","Diesel","Automat"
"619","Škoda",15500,2017,156088,110,"ZA kraj","Diesel","Manuál"
"620","Škoda",15560,2019,147300,85,"TT kraj","Diesel","Automat"
"621","ŠKODA",15580,2017,88915,85,"TN kraj","Diesel","Manuál"
"622","Škoda",15600,2018,60899,66,"BB kraj","Diesel","Manuál"
"623","Škoda",15690,2017,205724,110,"TN kraj","Diesel","Automat"
"624","Škoda",15690,2018,160000,110,"NR kraj","Diesel","Automat"
"625","Škoda",15700,2017,178700,110,"ZA kraj","Diesel","Automat"
"626","ŠKODA",15700,2017,81175,85,"TN kraj","Diesel","Manuál"
"627","Škoda",15760,2019,127000,85,"KE kraj","Diesel","Automat"
"628","ŠKODA",15780,2017,79835,85,"TN kraj","Diesel","Manuál"
"629","Škoda",15790,2019,189047,110,"PO kraj","Diesel","Manuál"
"630","Škoda",15800,2017,144000,110,"BB kraj","Diesel","Automat"
"631","Škoda",15800,2019,65300,85,"TT kraj","Diesel","Manuál"
"632","Škoda",15800,2019,48593,85,"NR kraj","Diesel","Manuál"
"633","Škoda",15890,2018,152000,110,"NR kraj","Diesel","Automat"
"634","Škoda",15890,2019,165000,85,"KE kraj","Diesel","Automat"
"635","Škoda",15900,2016,98905,135,"ZA kraj","Diesel","Automat"
"636","Škoda",15900,2019,193800,85,"KE kraj","Diesel","Automat"
"637","Škoda",15947,2016,153220,135,"KE kraj","Diesel","Automat"
"638","Škoda",15950,2018,135420,110,"NR kraj","Diesel","Manuál"
"639","Škoda",15960,2018,151000,110,"TT kraj","Diesel","Automat"
"640","Škoda",15990,2019,125800,85,"TT kraj","Benzín","Automat"
"641","Škoda",15990,2019,164463,85,"KE kraj","Diesel","Automat"
"642","Škoda",15990,2018,126997,85,"KE kraj","Diesel","Automat"
"643","Škoda",15990,2017,160434,132,"KE kraj","Benzín","Automat"
"644","Škoda",15990,2019,158000,110,"NR kraj","Diesel","Automat"
"645","",15990,2018,162917,110,"BA kraj","Diesel","Automat"
"646","Škoda",15990,2018,159000,110,"ZA kraj","Diesel","Manuál"
"647","Škoda",15990,2017,150005,110,"NR kraj","Diesel","Automat"
"648","Škoda",15990,2018,159000,110,"ZA kraj","Diesel","Automat"
"649","Škoda",15990,2017,207055,135,"BB kraj","Diesel","Automat"
"650","",15999,2019,162368,110,"BA kraj","Benzín","Automat"
"651","Škoda",15999,2017,82158,110,"TT kraj","Diesel","Manuál"
"652","Škoda",16000,2017,96056,85,"KE kraj","Diesel","Manuál"
"653","Škoda",16000,2018,97091,85,"BB kraj","Diesel","Automat"
